"MW","AMW","Sv","Se","Sp","Ss","Mv","Me","Mp","Ms","nAT","nSK","nBT","nBO","nBM","SCBO","nCIC","nCIR","RBN","RBF","nDB","nTB","nAB","nH","nC","nN","nO","nS","nF","nCL","nBR","nI","nX","nR03","nR05","nR06","nR07","nR08","nR09","nR10","nR11","nR12","nBnz","ISIZ","IAC","AAC","ZM1","ZM1V","ZM2","ZM2V","Qindex","SNar","HNar","GNar","Xt","Dz","Ram","Pol","LPRS","VDA","MSD","SMTI","SMTIV","GMTI","GMTIV","Xu","SPI","W","WA","RDSUM","Har","QW","TI1","TI2","HyDp","RHyDp","w_","ww","Rww","D.D","Wap","WhetZ","Whetm","Whetv","Whete","Whetp","J","JhetZ","Jhetm","Jhetv","Jhete","Jhetp","MAXDN","MAXDP","DELS","TIE","X0","X1","X2","X3","X4","X5","X0A","X1A","X2A","X3A","X4A","X5A","X0v","X1v","X2v","X3v","X4v","X5v","X0Av","X1Av","X2Av","X3Av","X4Av","X5Av","X0sol","X1sol","X2sol","X3sol","X4sol","X5sol","XMOD","RDCHI","RDSQ","S0K","S1K","S2K","S3K","PHI","BLI","PW2","PW3","PW4","PW5","PJI2","CSI","ECC","AECC","DECC","MDDD","UNIP","CENT","VAR","BAC","Lop","ICR","IDE","IDM","IDDE","IDDM","IDET","IDMT","IVDE","IVDM","HVcpx","HDcpx","Uindex","Vindex","Xindex","Yindex","IC0","TIC0","SIC0","CIC0","BIC0","IC1","TIC1","SIC1","CIC1","BIC1","IC2","TIC2","SIC2","CIC2","BIC2","IC3","TIC3","SIC3","CIC3","BIC3","IC4","TIC4","SIC4","CIC4","BIC4","IC5","TIC5","SIC5","CIC5","BIC5","LP1","STN","Eig1Z","Eig1m","Eig1v","Eig1e","Eig1p","SEigZ","SEigm","SEigv","SEige","SEigp","VEA1","VEA2","VRA1","VRA2","VED1","VED2","VRD1","VRD2","VEZ1","VEZ2","VRZ1","VRZ2","VEm1","VEm2","VRm1","VRm2","VEv1","VEv2","VRv1","VRv2","VEe1","VEe2","VRe1","VRe2","VEp1","VEp2","VRp1","VRp2","NGS","MPC03","MPC04","MPC05","MPC06","MPC07","MPC08","MPC09","MPC10","piPC03","piPC04","piPC05","piPC06","piPC07","piPC08","piPC09","piPC10","TPC","piID","PCR","PCD","CID","BID","D.Dr03","D.Dr05","D.Dr06","D.Dr07","D.Dr08","D.Dr09","D.Dr10","D.Dr11","D.Dr12","T.N..N.","T.N..O.","T.N..S.","T.N..F.","T.N..Cl.","T.N..Br.","T.N..I.","T.O..O.","T.O..S.","T.O..F.","T.O..Cl.","T.O..Br.","T.O..I.","T.S..S.","T.S..F.","T.S..Cl.","T.F..F.","T.F..Cl.","T.Cl..Cl.","T.Cl..Br.","T.I..I.","W3D","J3D","H3D","AGDD","DDI","ADDD","G1","G2","RGyr","SPAN","SPAM","SPH","ASP","FDI","PJI3","L.Bw","SEig","DISPm","QXXm","QYYm","QZZm","DISPv","QXXv","QYYv","QZZv","DISPe","QXXe","QYYe","QZZe","DISPp","QXXp","QYYp","QZZp","G.N..N.","G.N..O.","G.N..S.","G.N..F.","G.N..Cl.","G.N..Br.","G.N..I.","G.O..O.","G.O..S.","G.O..F.","G.O..Cl.","G.O..Br.","G.O..I.","G.S..S.","G.S..F.","G.S..Cl.","G.F..F.","G.F..Cl.","G.Cl..Cl.","G.Cl..Br.","G.I..I."
291.42,6.78,27.48,42.32,29.04,45.08,0.64,0.98,0.68,2.05,43,22,45,24,13,32,3,3,6,0.13,0,1,12,21,20,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,233.329,54.652,1.271,112,240,130,254,15,16.466,2.047,2.114,0,45.5,5,31,100.232,97.273,0.244,4680,6794,4869,9953,21.585,9.165,1070,4.632,75.504,40.176,910.667,68.826,3.599,1851.5,23.865,1682,8383,20.718,153.737,3921,858.036,858.065,975.837,858.48,1006.485,1.584,1.97,1.97,1.755,1.969,1.708,2.498,5.236,13.766,76.753,15.253,10.789,9.218,7.878,6.336,4.471,0.693,0.45,0.288,0.188,0.124,0.081,12.703,7.847,5.727,4.154,2.89,1.614,0.577,0.327,0.179,0.099,0.057,0.029,15.253,10.789,9.218,7.878,6.336,4.471,65.844,3.479,169.029,59.907,14.843,6.788,3.41,4.58,0.981,0.565,0.335,0.183,0.087,1,385,179,8.136,1.149,17.182,63,754,70,2,0.405,2.409,3.195,7.639,3.369,4.429,738.066,8173.633,1.674,5.315,3.04,1.651,34.219,0.247,0.376,0.713,1.271,54.652,0.234,4.155,0.222,2.281,98.062,0.42,3.146,0.398,3.421,147.091,0.63,2.006,0.597,3.903,167.82,0.719,1.523,0.681,4.031,173.329,0.743,1.395,0.704,4.031,173.329,0.743,1.395,0.704,2.436,5.193,80.929,80.932,92.596,80.973,95.738,0.393,0.392,-1.392,0.389,-1.795,3.815,0.173,241.137,10.961,4.616,0.21,120.915,5.496,4.617,0.21,120.522,5.478,4.617,0.21,120.523,5.478,4.607,0.209,121.655,5.53,4.617,0.21,120.526,5.478,4.603,0.209,121.939,5.543,32,42,51,55,52,58,56,54,48,91.5,155.25,248.875,269.375,406.875,534.188,614.25,691.172,586,4966.191,8.475,49.389,44.96,22.268,0,70.084,156.058,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3762.243,3.044,563.41,174.988,663.722,30.871,64.749,26.122,5.346,5.005,0.341,0.946,0.42,0.722,0.86,2.9,73.634,4.517,50.452,51.267,193.04,6.251,67.983,70.878,248.496,0.024,121.814,130.957,428.328,0.424,74.61,78.281,269.965,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309.49,6.19,30.28,48.98,32.31,44.58,0.61,0.98,0.65,1.94,50,23,52,25,12,31,3,3,7,0.13,0,0,12,27,21,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,282.193,61.572,1.231,116,220,134,234,15,17.159,2.044,2.109,0,47.5,5,34,106.907,106.609,0.244,5333,7283,5543,10059,22.506,9.592,1226,4.846,80.164,42.063,1036,75.032,3.9,2219.5,25.044,1946,10235,20.989,166.931,4601,1072.214,1072.248,1212.16,1072.761,1248.679,1.565,1.781,1.781,1.593,1.78,1.551,2.141,5.465,12.371,85.528,15.96,11.289,9.572,8.128,6.513,5.084,0.694,0.452,0.29,0.189,0.125,0.083,13.825,8.847,6.598,4.964,3.625,2.553,0.601,0.354,0.2,0.115,0.07,0.042,15.96,11.289,9.572,8.128,6.513,5.084,68.844,3.569,178.721,59.713,16.229,7.762,4.014,5.477,1.062,0.562,0.332,0.181,0.095,0.833,440,205,8.913,1.157,18.635,70,842,83,2,0.393,2.446,3.284,7.764,3.393,4.494,830.79,9518.107,1.619,5.152,3.143,1.662,36.615,0.239,0.367,0.679,1.231,61.572,0.218,4.412,0.21,2.071,103.543,0.367,3.573,0.354,3.304,165.225,0.586,2.339,0.564,3.978,198.909,0.705,1.666,0.679,4.334,216.683,0.768,1.31,0.74,4.444,222.193,0.787,1.2,0.759,2.436,5.375,96.553,96.556,109.549,96.604,113.028,0.393,0.392,-1.392,0.389,-1.795,3.812,0.166,318.054,13.828,4.721,0.205,128.508,5.587,4.726,0.205,127.609,5.548,4.726,0.205,127.609,5.548,4.721,0.205,128.461,5.585,4.726,0.205,127.612,5.548,4.718,0.205,128.669,5.594,33,43,52,61,54,60,58,56,54,82.5,132.25,210.875,194.375,279.375,331.938,389,441.422,651,3298.691,5.067,29.854,47.074,23.254,0,0,249.435,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024.238,3.557,607.062,200.97,873.398,34.936,69.594,27.433,5.899,4.953,0.315,0.926,0.423,0.702,0.847,2.9,85.054,5.661,55.376,56.324,214.306,6.81,75.674,79.04,277.203,0.049,139.268,149.897,479.996,0.448,83.446,87.714,301.549,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507.67,7.05,44.51,72.11,46.89,88.58,0.62,1,0.65,2.39,72,37,75,40,20,50.5,4,4,12,0.16,1,0,19,35,31,1,3,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,3,444.235,104.375,1.45,192,504,225,470,25,26.235,1.889,2.032,0,80.5,12,61,208.505,286.378,0.258,22504,37118,23444,62876,34.5,3186.764,5298,7.955,153.509,71.045,4222.333,285.922,6.968,16101.5,43.112,6930,49051,41.397,499.015,29816,4450.667,4448.647,5737.625,4454.801,6051.461,1.192,1.405,1.405,1.098,1.403,1.043,2.57,5.966,49.913,214.18,26.416,17.768,16.166,13.679,10.25,8.295,0.714,0.444,0.289,0.187,0.116,0.075,21.5,13.01,10.141,7.298,5.147,3.676,0.581,0.325,0.181,0.1,0.058,0.033,24.416,16.613,14.533,12.524,9.584,7.49,110.938,4.735,343.793,119.587,27.134,12.09,6.511,8.866,0.976,0.587,0.342,0.168,0.094,1,1260,591,15.973,2.358,50.497,211,2789,214,39,0.848,3.342,4.142,9.08,4.345,5.177,2758.764,48103.87,1.892,5.986,3.874,1.775,65.394,0.149,0.244,0.382,1.45,104.375,0.235,4.72,0.226,2.793,201.122,0.453,3.377,0.435,4.294,309.176,0.696,1.876,0.669,4.763,342.95,0.772,1.407,0.742,4.934,355.215,0.8,1.236,0.769,5.01,360.725,0.812,1.16,0.781,2.504,7.167,248.327,248.197,320.426,248.563,338.372,1.56,1.627,-6.177,1.513,-8.503,4.186,0.113,7252.792,196.021,5.985,0.162,260.129,7.031,6,0.162,257.653,6.964,6.001,0.162,257.602,6.962,5.999,0.162,258.623,6.99,6,0.162,257.674,6.964,5.995,0.162,259.201,7.005,56,73,88,111,120,136,134,126,138,152.5,241.75,406.75,474.406,613.656,671.188,721.313,918.359,2539,26296.18,10.357,267.874,75.13,37.15,0,0,594.397,0,0,0,0,0,0,0,19,0,18,0,0,0,30,0,76,0,0,0,0,0,0,10,0,0,0,0,15704.72,2.739,324.108,436.242,1839.545,51.098,116.476,44.773,12.195,8.894,0.351,0.973,0.786,0.714,0.953,12.2,124.731,8.258,80.849,83.914,1047.194,5.922,76.73,87.624,1083.442,0.228,156.74,191.147,1830.086,0.328,82.147,95.962,1145.119,0,14.37,0,12.09,0,0,0,22.1,0,51.91,0,0,0,0,0,0,6.64,0,0,0,0
471.74,6.21,45.97,74.53,49.07,70.33,0.6,0.98,0.65,2.01,76,35,79,38,18,47,4,4,14,0.18,0,0,18,41,32,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,474.842,93.183,1.226,184,346,216,369,25,25.019,1.909,2.044,0,72.5,11,58,192.959,252.8,0.254,18948,26223,19858,37645,32.807,1637.828,4424,7.435,143.62,67.521,3553.667,253.842,6.63,12562.5,40.923,5960,40713,38.399,436.536,23954,3931.857,3931.962,4366.924,3933.542,4480.828,1.211,1.353,1.353,1.217,1.352,1.186,2.218,6.058,25.146,223.998,24.891,16.781,15.639,12.769,10.041,7.804,0.711,0.442,0.29,0.182,0.118,0.075,21.529,13.125,11.144,7.72,5.477,3.87,0.615,0.345,0.206,0.11,0.064,0.037,24.891,16.781,15.639,12.769,10.041,7.804,102.375,4.541,322.651,102.434,25.633,11.078,6.036,8.113,1.036,0.588,0.341,0.174,0.092,1,1092,509,14.543,2.237,41.097,189,2233,170,27,0.694,3.202,4.022,8.924,4.193,5.101,2393.333,39478.58,1.808,5.848,3.735,1.762,59.975,0.154,0.251,0.4,1.226,93.183,0.196,5.022,0.19,2.329,177.002,0.373,3.919,0.361,3.901,296.481,0.624,2.347,0.604,4.428,336.539,0.709,1.82,0.686,4.784,363.558,0.766,1.464,0.741,4.942,375.558,0.791,1.306,0.765,2.496,7.167,231.421,231.426,255.935,231.514,262.43,0.643,0.641,-2.345,0.637,-2.989,4.08,0.117,2822.901,80.654,5.83,0.167,239.007,6.829,5.841,0.167,237.292,6.78,5.841,0.167,237.292,6.78,5.85,0.167,236.962,6.77,5.841,0.167,237.286,6.78,5.852,0.167,236.858,6.767,54,70,85,104,110,126,114,112,116,133.75,214.625,348.688,365.875,496.688,506.125,573.438,652.984,2156,16521.77,7.663,161.981,71.166,35.16,0,0,554.918,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,16506.55,3.021,1474.017,434.383,1982.746,52.178,117.607,41.614,11.251,7.945,0.323,0.967,0.737,0.69,0.885,9.5,133.172,4.945,76.487,78.307,784.184,5.927,101.867,108.335,971.664,0.064,196.55,216.979,1606.771,0.383,112.725,120.927,1047.036,0,6.44,0,0,0,0,0,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0
327.46,6.68,29.7,48.75,31.47,55.5,0.61,0.99,0.64,2.31,49,24,50,25,13,32,2,2,12,0.24,1,0,12,25,20,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,275.121,67.831,1.384,122,300,141,296,16,15.485,1.735,1.906,0,51.5,8,38,111.223,105.167,0.218,5142,8074,4961,11790,22.801,915.897,1262,4.572,87.686,44.411,1129,40.032,3.381,2119.5,26.811,1766,7851,32.935,211.251,3114,1038.554,1038.74,1440.664,1039.26,1526.156,2.165,2.619,2.619,1.91,2.618,1.809,3.091,5.972,26.992,97.715,17.795,11.255,10.903,7.851,6.825,4.487,0.741,0.45,0.303,0.178,0.122,0.074,14.692,7.972,6.829,3.745,2.88,1.456,0.612,0.319,0.19,0.085,0.051,0.024,17.795,11.255,10.903,7.851,6.825,4.487,70.149,3.318,192.612,66.134,18.34,7.266,4.308,5.553,0.957,0.587,0.325,0.182,0.088,1,389,192,8,1.083,18,68,892,78,42,1.646,2.418,3.144,7.917,3.387,4.555,867.649,9991.772,1.834,5.258,2.976,1.679,47.832,0.333,0.497,1.001,1.384,67.831,0.247,4.23,0.237,2.312,113.307,0.412,3.302,0.396,3.349,164.101,0.596,2.266,0.574,3.971,194.591,0.707,1.643,0.681,4.084,200.101,0.727,1.531,0.7,4.084,200.101,0.727,1.531,0.7,2.486,3.584,89.789,89.805,125.197,89.854,132.953,0.893,0.891,-3.298,0.886,-4.184,4.032,0.168,198.301,8.263,4.819,0.201,134.464,5.603,4.821,0.201,133.766,5.574,4.821,0.201,133.765,5.574,4.816,0.201,133.993,5.583,4.821,0.201,133.771,5.574,4.812,0.201,134.193,5.591,36,44,56,61,59,62,56,44,36,87.5,147.25,225.875,228.375,325.875,400.688,396,445.922,535,3038.316,5.679,28.226,47.427,24.264,0,0,180.913,0,0,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4741.011,4.555,626.858,193.511,824.262,33.643,80.882,28.185,5.488,4.952,0.318,0.95,0.393,0.691,0.82,2.6,86.781,5.581,56.26,57.18,200.575,8.42,74.008,77.28,257.945,0.015,135.057,145.392,459.856,0.572,81.217,85.366,281.239,0,9.94,0,0,0,0,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0
327.46,6.68,29.7,48.75,31.47,54.75,0.61,0.99,0.64,2.28,49,24,50,25,13,32,2,2,12,0.24,1,0,12,25,20,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,275.121,67.831,1.384,116,294,135,286,13,16.178,1.834,1.962,0,51.5,6,38,113.032,113.667,0.239,5568,8652,5417,12550,23.217,147.536,1364,4.942,84.867,43.183,1231,43.648,4.062,2509,25.933,1868,8774,31.39,212.434,3276,1129.982,1130.177,1575.161,1130.88,1672.555,1.999,2.405,2.404,1.75,2.403,1.655,3.05,5.733,26.322,139.43,17.416,11.624,9.55,8.436,6.308,4.521,0.726,0.465,0.289,0.192,0.124,0.079,14.313,8.355,5.605,4.214,2.673,1.495,0.596,0.334,0.17,0.096,0.052,0.026,17.416,11.624,9.55,8.436,6.308,4.521,72.339,3.467,184.93,66.134,18.34,8.741,4.308,6.68,1.003,0.56,0.349,0.18,0.086,0.833,436,214,8.917,1.271,20.972,74,952,90,26,1.876,2.507,3.313,7.893,3.236,4.551,914.458,10765.37,1.822,5.298,3.132,1.675,48.083,0.302,0.461,0.868,1.384,67.831,0.247,4.23,0.237,2.413,118.253,0.43,3.201,0.414,3.661,179.372,0.652,1.954,0.628,4.084,200.101,0.727,1.531,0.7,4.196,205.611,0.747,1.419,0.719,4.196,205.611,0.747,1.419,0.719,2.472,3.584,98.248,98.264,137.566,98.33,146.389,0.893,0.891,-3.298,0.886,-4.184,3.803,0.158,429.394,17.891,4.814,0.201,133.835,5.576,4.812,0.201,133.21,5.55,4.812,0.201,133.209,5.55,4.811,0.2,133.499,5.562,4.812,0.201,133.214,5.551,4.808,0.2,133.682,5.57,33,44,51,57,53,58,54,44,36,87.5,140.25,221.875,218.375,313.875,379.688,367.5,403.172,535,3038.316,5.679,28.226,47.844,24.243,0,0,182.096,0,0,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5073.808,4.239,1289.097,207.094,832.123,33.964,78.345,28.087,5.946,5.581,0.338,0.949,0.482,0.698,0.883,3.6,84.922,6.793,52.104,52.361,235.448,10.06,70.331,71.241,302.051,0.067,132.701,135.574,529.928,0.68,77.709,78.863,328.709,0,9.94,0,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,0,0,0,0
304.85,7.26,26.21,41.74,27.9,43.86,0.62,0.99,0.66,2.09,42,21,43,22,12,28,2,2,9,0.21,0,0,12,21,17,2,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,226.477,62.752,1.494,104,233.605,119,239.111,13,14.099,1.813,1.957,0.001,44.333,6,31,93.555,88.19,0.242,3812,5562.716,3690,7575.556,20.539,120.686,926,4.41,70.3,37.368,791,31.962,2.818,1523.5,22.264,1358,5987,23.82,151.978,2634,726.94,726.778,1021.859,736.334,1080.414,2.004,2.539,2.54,1.845,2.515,1.752,1.831,2.705,12.542,83.361,15.295,10.021,9.084,6.983,5.314,4.097,0.728,0.455,0.303,0.189,0.121,0.077,13.47,7.362,5.843,3.73,2.276,1.494,0.641,0.335,0.195,0.101,0.052,0.028,15.795,10.309,9.492,7.272,5.481,4.298,65.389,3.21,154.116,64.119,15.964,7.033,4.037,5.346,1.004,0.575,0.317,0.16,0.09,1,326,161,7.667,1.206,16.181,56,676,67,21,1.501,2.453,3.115,7.512,3.559,4.357,654.177,6956.077,1.822,5.004,2.95,1.64,38.873,0.322,0.483,0.953,1.494,62.752,0.277,3.898,0.266,2.422,101.709,0.449,2.971,0.431,3.896,163.617,0.722,1.497,0.694,4.576,192.213,0.849,0.816,0.815,4.576,192.213,0.849,0.816,0.815,4.576,192.213,0.849,0.816,0.815,2.442,3.584,72.072,72.054,102.91,73.113,109.226,1.183,1.196,-1.798,0.739,-2.202,3.794,0.181,185.544,8.835,4.497,0.214,110.891,5.281,4.505,0.215,110.171,5.246,4.505,0.215,110.159,5.246,4.483,0.213,111.233,5.297,4.501,0.214,110.55,5.264,4.479,0.213,111.349,5.302,30,37,44,53,54,54,46,38,32,79,129,215.75,221.813,294.375,347.063,403.313,460.266,455,2949.051,6.481,28.122,41.882,21.279,0,0,151.64,0,0,0,0,0,0,6,6,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3196.251,4.316,160.044,152.202,609.576,29.027,64.425,26.45,5.318,4.872,0.341,0.931,0.61,0.696,0.835,5.7,73.279,9.779,31.694,31.973,204.627,9.603,44.695,45.685,197.401,0.119,88.497,91.625,335.615,0.71,49.975,51.231,217.577,2.69,4.19,0,0,12.74,0,0,0,0,0,4.97,0,0,0,0,0,0,0,0,0,0
357.96,6.75,32.61,52.19,34.93,47.86,0.62,0.98,0.66,1.91,53,25,55,27,12,33,3,3,7,0.13,0,0,12,28,22,1,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,2,303.58,70.866,1.337,126,239.605,145,255.111,16,18.257,1.987,2.076,0,51.833,6,40,120.016,124.16,0.24,6672,8776.493,6892,11619.78,24.204,28.337,1552,5.173,90.349,46.152,1299.667,86.879,4.138,2984,27.625,2467,13780,22.762,196.716,5967,1277.828,1277.697,1789.434,1289.403,1896.163,1.569,1.901,1.901,1.354,1.888,1.277,1.711,3,12.561,100.104,17.537,12.182,10.547,8.789,6.847,5.387,0.701,0.451,0.293,0.191,0.124,0.082,15.842,9.74,7.447,5.469,3.722,2.578,0.634,0.361,0.207,0.119,0.068,0.039,18.037,12.471,10.956,9.078,7.014,5.588,77.736,3.703,200.698,73.101,18.441,8.842,4.844,6.522,1.082,0.568,0.328,0.171,0.093,1,504,237,9.48,1.341,21.514,82,1054,86,5,0.477,2.649,3.389,8.005,3.974,4.614,1016.817,12423.59,1.774,5.227,3.232,1.685,41.535,0.231,0.357,0.652,1.337,70.866,0.233,4.391,0.225,2.28,120.835,0.398,3.448,0.384,3.887,206.031,0.679,1.841,0.655,4.53,240.07,0.791,1.198,0.764,4.695,248.825,0.82,1.033,0.792,4.695,248.825,0.82,1.033,0.792,2.443,5.529,105.937,105.923,147.966,106.998,156.818,1.04,1.053,-1.359,0.599,-1.602,3.895,0.156,449.787,17.991,4.921,0.197,144.894,5.796,4.925,0.197,144.288,5.772,4.925,0.197,144.275,5.771,4.935,0.197,142.849,5.714,4.922,0.197,144.657,5.786,4.936,0.197,142.57,5.703,36,46,55,66,69,68,66,64,64,88,140,228.75,236.813,308.375,371.063,443.313,525.266,788,3920.801,4.976,35.324,50.999,25.235,0,0,178.474,103.957,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5785.469,3.659,622.252,218.32,970.07,36.606,80.271,31.673,6.847,5.072,0.309,0.927,0.42,0.695,0.895,2.9,90.3,10.567,92.449,93.567,315.48,10.403,87.615,91.59,331.891,0.133,148.907,161.461,544.755,0.722,97.375,102.416,362.246,0,2.7,0,0,6.56,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0
296.45,6.44,28.07,45.31,29.8,48.08,0.61,0.99,0.65,2.19,46,22,47,23,13,30,2,2,10,0.21,1,0,12,24,19,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,254.084,61.334,1.333,110,240,130,246,14,14.504,1.772,1.933,0.001,46,7,37,97.256,84.909,0.207,3816,5842,3651,8300,20.8,277.346,934,4.043,78.711,40.72,813.667,31.416,2.163,1371.5,24.548,1390,5755,28.207,169.195,2522,789.732,789.751,872.203,790.059,894.042,2.286,2.682,2.682,2.477,2.681,2.428,2.063,5.584,15.561,119.691,16.165,10.481,9.362,7.619,5.919,4.953,0.735,0.456,0.293,0.177,0.11,0.075,13.491,7.556,6.018,4.437,2.859,2.078,0.613,0.329,0.188,0.103,0.053,0.031,16.165,10.481,9.362,7.619,5.919,4.953,64.495,3.117,173.682,57.413,16.41,6.866,3.292,5.121,0.986,0.579,0.351,0.189,0.111,1,281,140,6.364,0.942,14.281,52,724,58,32,1.408,2.134,2.837,7.691,2.897,4.43,655.287,7183.527,1.686,5.182,2.679,1.66,41.42,0.371,0.537,1.183,1.333,61.334,0.241,4.19,0.232,2.325,106.957,0.421,3.198,0.404,3.344,153.819,0.605,2.18,0.581,4.007,184.309,0.725,1.517,0.696,4.127,189.819,0.747,1.397,0.717,4.127,189.819,0.747,1.397,0.717,2.502,3.584,74.16,74.161,82.856,74.194,85.269,0.536,0.535,-1.831,0.529,-2.395,3.909,0.178,152.224,6.919,4.615,0.21,119.4,5.427,4.623,0.21,118.308,5.378,4.623,0.21,118.309,5.378,4.6,0.209,120.475,5.476,4.623,0.21,118.317,5.378,4.592,0.209,121.029,5.501,32,43,54,66,60,56,48,32,20,85.5,145.25,238.875,241.875,338.625,416.813,374.625,368.297,468,2851.066,6.092,26.87,43.723,22.305,0,0,159.857,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3642.154,4.96,227.792,158.355,720.025,31.305,71.831,25.376,4.608,4.568,0.315,0.933,0.315,0.685,0.908,1.9,81.474,4.731,47.717,47.861,136.169,8.081,58.513,59.023,173.254,0.093,115.217,116.829,320.372,0.563,64.226,64.873,189.458,2.95,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.49,6.45,30.67,49.2,32.56,49.75,0.61,0.98,0.65,2.07,50,24,52,26,13,33,3,3,7,0.13,1,0,12,26,21,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,282.193,65.743,1.315,122,252,144,262,16,17.564,1.986,2.079,0,50,6,39,110.937,103.917,0.214,5362,7748,5492,11137,22.832,23.388,1247,4.518,88.473,45.259,1047.5,72.827,3.006,2061.5,27.22,2003,9865,24.253,183.237,4560,1073.482,1073.513,1220.582,1074.102,1260.037,1.757,2.027,2.027,1.804,2.026,1.753,2.014,5.699,16.49,100.322,16.83,11.732,9.98,8.516,7.183,5.621,0.701,0.451,0.285,0.177,0.118,0.078,14.156,8.866,6.654,5.206,3.817,2.672,0.59,0.341,0.19,0.108,0.063,0.037,16.83,11.732,9.98,8.516,7.183,5.621,71.87,3.489,198.38,65.271,16.881,7.74,3.607,5.444,1.023,0.566,0.345,0.197,0.105,1,410,193,8.042,0.969,17.507,65,934,84,6,0.681,2.324,3.106,7.922,2.872,4.555,857.207,9878.591,1.666,5.306,2.956,1.68,38.724,0.27,0.402,0.818,1.315,65.743,0.233,4.329,0.224,2.306,115.325,0.409,3.337,0.392,3.504,175.199,0.621,2.14,0.596,4.143,207.173,0.734,1.5,0.704,4.444,222.193,0.787,1.2,0.755,4.444,222.193,0.787,1.2,0.755,2.494,5.375,92.682,92.684,105.908,92.737,109.516,0.536,0.535,-1.831,0.529,-2.395,3.942,0.164,257.149,10.715,4.821,0.201,138.237,5.76,4.825,0.201,137.101,5.713,4.825,0.201,137.102,5.713,4.817,0.201,138.057,5.752,4.825,0.201,137.105,5.713,4.814,0.201,138.284,5.762,35,48,61,72,68,74,72,62,56,90.5,152.25,241.875,244.875,353.125,440.563,413.25,471.797,690,3493.941,5.064,31.616,48.954,24.275,0,0,258.799,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4654.746,3.855,232.813,186.19,855.571,34.223,76.792,28.705,5.337,4.892,0.313,0.924,0.402,0.689,0.862,2.7,86.551,4.617,49.981,50.653,182.808,7.25,62.777,65.165,231.804,0.098,123.741,131.283,409.712,0.499,69.131,72.159,252.163,2.27,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
